path,label,ita,tone_band,ita_A,ita_B,ita_C
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle2_134.jpg,2,58.46947465886185,Light,32.191030238727556,50.909956021574516,58.46947465886185
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_144.jpg,0,54.56328719117997,Light,10.601159945249364,37.18898367953669,54.56328719117997
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_564.jpg,1,38.43729723394021,Medium,-0.46809432337464585,23.33404026500045,38.43729723394021
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_164.jpg,0,24.01932711126876,Medium,4.554384106342752,19.38124956400348,24.01932711126876
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle2_32.jpg,2,78.76163245342593,Light,70.41373397772962,77.49757115963853,78.76163245342593
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle2_60.jpg,2,-1.6045109668106314,Deep,-46.02443678802142,-6.9867066477663196,-1.6045109668106314
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_365.jpg,1,33.26922328497712,Medium,1.2480818568923315,24.58487279568255,33.26922328497712
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_97.jpg,1,34.27858142330579,Medium,-4.803485151132272,33.29942398011671,34.27858142330579
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_289.jpg,0,42.35746102442423,Light,-1.5316042881087382,28.992357819197903,42.35746102442423
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_240.jpg,1,5.023228902270721,Deep,-22.44871223917872,-3.482264160068222,5.023228902270721
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_607.jpg,1,39.13613391944465,Medium,-17.92792092586718,20.07325720751688,39.13613391944465
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle3_87.jpg,3,70.5183994429799,Light,48.6744980258598,63.43494882292201,70.5183994429799
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_531.jpg,1,40.844320035167165,Medium,12.031365616869026,33.49518765413746,40.844320035167165
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_462.jpg,0,36.492206721884465,Medium,11.093722652693378,28.239556029375212,36.492206721884465
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_112.jpg,0,17.991461867722762,Deep,-11.837884162328365,11.093727671007741,17.991461867722762
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_141.jpg,1,15.165612424195706,Deep,-5.419810427344893,9.49447029925048,15.165612424195706
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_595.jpg,1,58.08119481127683,Light,29.197488495387358,47.835776642837935,58.08119481127683
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_550.jpg,1,29.793257469967685,Medium,7.594649095212857,24.832113986409063,29.793257469967685
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_310.jpg,0,47.52949532132294,Light,-5.306365146230527,28.849804180838294,47.52949532132294
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_138.jpg,1,39.087814827093574,Medium,14.491916356241871,34.46081362277863,39.087814827093574
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_142.jpg,0,26.55055347871881,Medium,-19.58789708816871,13.313916269928415,26.55055347871881
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_73.jpg,0,57.072142095538574,Light,-1.2480818568923315,38.9667489368626,57.072142095538574
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_95.jpg,1,37.790036694518726,Medium,-1.3478841962675598,31.590403284836626,37.790036694518726
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle0_97.jpg,0,34.916552770596084,Medium,11.892853975059813,29.492979315908716,34.916552770596084
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle3_85.jpg,3,61.77122621560011,Light,43.462232507140385,61.77122621560011,61.77122621560011
/kaggle/input/datasets/lexuanhieu131297/acne-severity-classification/Classification/JPEGImages/levle1_332.jpg,1,42.71327502254413,Light,16.58083195851203,35.04419226211974,42.71327502254413
